feature,p_value,p_adj
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1279,8.877087162171076e-11,5.911333042082103e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAMX01;g__RUG11797,9.725634468987825e-11,6.439798642742221e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__Spyradocola,1.0770631872994985e-10,7.091674469185461e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM12998,1.1067394769256432e-10,7.246361267915385e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens,1.122013337203154e-10,7.305553506678314e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281,1.1421604475163524e-10,7.39564665463627e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Fimadaptatus,1.1722019680780755e-10,7.548465420810463e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG3009,1.1894142443264674e-10,7.6174507888012e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390,1.205234557801461e-10,7.676820118170176e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1889,1.2471995132734775e-10,7.901177457062247e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818,1.310600855882426e-10,8.23530013377636e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Neoruminococcus,1.3139941339728494e-10,8.23530013377636e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA2922,1.36007965532294e-10,8.478794447013222e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,1.5053106942872511e-10,9.242660228916057e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Avoscillospira,1.4917238513905412e-10,9.242660228916057e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1591,1.5131949492691138e-10,9.242660228916057e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__SIG488,1.5141559419384666e-10,9.242660228916057e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791,1.5923113500921308e-10,9.669372550818536e-9
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ruminiclostridium_D,1.9247833733377304e-10,1.1628072750267114e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG6375,1.9640436214086422e-10,1.1804405765594506e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA7477,2.00630672893484e-10,1.1996895338324655e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994,2.0394774596104376e-10,1.2133337983063112e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Avispirillum,2.177897136228905e-10,1.2891391129597358e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor,2.2550091471176588e-10,1.3280757389054755e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006,2.2915170357283861e-10,1.3428289829368344e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter,2.4845048868660295e-10,1.4486764812970082e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__RUG756,2.5114372740335613e-10,1.4571309332511553e-8
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__CAIFEU01,2.814484362458635e-10,1.6249141245327685e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus,2.892911040728179e-10,1.6620057547712872e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685,2.9343031360980474e-10,1.6718573567856713e-8
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Natronogracilivirgulaceae;g__Natronogracilivirgula,2.9385888694355655e-10,1.6718573567856713e-8
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,3.195670467886078e-10,1.809336129643712e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QAND01;g__Allochristensenella,3.3851265796550246e-10,1.907388630459466e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-552;g__HGM11386,3.414877667518984e-10,1.9149457542259566e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UMGS621,3.478214193078392e-10,1.9411747782323218e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas,3.666181729501169e-10,2.0363815104148673e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG14240,3.7545571324267485e-10,2.0756325279264855e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia,3.851331652737633e-10,2.119136477468782e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__JAAYXM01;g__SIG480,3.877666598691978e-10,2.1221574213096323e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG5644,3.8930362250987286e-10,2.1221574213096323e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RUG11783,3.9405601925027625e-10,2.1381187711172398e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG12395,4.0007428339301896e-10,2.160769862380729e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28,4.287857676508146e-10,2.3052152279208932e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG762,4.408977456867884e-10,2.3595075705247306e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1601,4.528535509723027e-10,2.412474371543358e-8
d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__Kryptoniaceae;g__Kryptonium,4.695736354136856e-10,2.4902276049992737e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902,5.08589233465952e-10,2.6614109438849978e-8
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera,5.062940912390664e-10,2.6614109438849978e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG11894,5.086655728926959e-10,2.6614109438849978e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703,5.205575422622815e-10,2.7115263979173064e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFDB01,5.373204710642397e-10,2.7864583720676504e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1248,5.485449572537818e-10,2.8321351978036663e-8
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus,5.703190268680528e-10,2.9316399100410433e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127,6.082650053556512e-10,3.1130418614708435e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975,6.685471143250445e-10,3.393941580921677e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma,6.68942410574153e-10,3.393941580921677e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1446,6.877220668975454e-10,3.474182165534152e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R,7.592018397200877e-10,3.8188178375619865e-8
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CACZQA01,7.758712529138073e-10,3.885987642799069e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273,7.97873954956318e-10,3.979184149824701e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__RGIG5579,8.141646777721842e-10,4.0432245862245755e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__SFLA01,8.575803012412123e-10,4.2408612365177246e-8
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A,9.236841713819295e-10,4.548562390166477e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Alectryocaccomicrobium,9.557025094949201e-10,4.686541176267977e-8
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01,9.88663879710556e-10,4.8279752792532154e-8
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__Spyradosoma,1.0868414950547363e-9,5.2853868556188835e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,1.1045489197110478e-9,5.291438434649662e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01,1.1008901758689187e-9,5.291438434649662e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG588,1.1061454065607228e-9,5.291438434649662e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__SIG636,1.0992985098371723e-9,5.291438434649662e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SIG578,1.127393962458111e-9,5.349415886643344e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__RGIG1693,1.126871711173817e-9,5.349415886643344e-8
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016,1.1519516543779746e-9,5.44390056020559e-8
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas,1.2312488215588568e-9,5.7952755777790374e-8
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus,1.2802369502822985e-9,6.001750822923416e-8
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola,1.4582378708772459e-9,6.808983205849133e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG603,1.4903769035822819e-9,6.931435440469978e-8
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella,1.5093309877801254e-9,6.991841571851015e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,1.5441321369659192e-9,7.124893167417549e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA1224,1.640157762373604e-9,7.538293715693585e-8
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193,1.6589035666519702e-9,7.594667891078551e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__JAEDDG01,1.7907256882757682e-9,8.166266562876267e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__MGBC124762,1.925532033330496e-9,8.746990476989696e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488,1.941161663256289e-9,8.764356170001025e-8
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia,1.9443110957340156e-9,8.764356170001025e-8
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium,1.961184199371829e-9,8.806543607907216e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus_A,2.037169705563745e-9,9.112835476796599e-8
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__Spyradenecus,2.048111417933849e-9,9.126945178017e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAJFPI01,2.0620699535463653e-9,9.154340854380076e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820,2.094361558324889e-9,9.262610363610453e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Scybalosoma,2.1428315435734463e-9,9.441348004015334e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__BX7;g__Galloscillospira_B,2.193339362281567e-9,9.627691882374518e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__WRAV01,2.2067456240804555e-9,9.6503950426205e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG5705,2.248502081265221e-9,9.796447729527283e-8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Avimonas_A,2.34523461338291e-9,1.0180055432906557e-7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter,2.3812691701599707e-9,1.0298330138108803e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia,2.4381611644829988e-9,1.0505606194022332e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2893,2.4582775554030048e-9,1.055348459682169e-7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__RUG844;g__JAAXUU01,2.48502136351924e-9,1.0629361452717334e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774,2.747222291616794e-9,1.1708161911908664e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1770,2.7894916326622375e-9,1.184523258507298e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__JAAZBA01,2.870199004866984e-9,1.214394669207258e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HGM13222,3.155995949015812e-9,1.3305134000886805e-7
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix,3.2378677778677407e-9,1.3601365719215026e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium,3.253657164923154e-9,1.3618879276035486e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,3.26579397890215e-9,1.362103396182676e-7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter,3.3512978328467713e-9,1.3928088865590127e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAJFTT01;g__Tabaqchalia,3.394763876094355e-9,1.4058880787217612e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Aphodomonas,3.4160659929003946e-9,1.4097286421405852e-7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Klenkia,3.5030609314211628e-9,1.4405569865352993e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QALW01;g__UMGS1338,3.5223364324510305e-9,1.443418985605807e-7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes,3.6876375107202863e-9,1.4851928393691326e-7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Xylanimonas,3.687026372238616e-9,1.4851928393691326e-7
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-417,3.6744228567946922e-9,1.4851928393691326e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG426,3.6685008472206696e-9,1.4851928393691326e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG7949,3.641724826602302e-9,1.4851928393691326e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475,4.0665258424419485e-9,1.6321809203225905e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG2707,4.15241482778347e-9,1.6609659311133882e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__SIG469,4.25905749698828e-9,1.6978283627449878e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__HGM11327;f__HGM11327;g__SIG351,4.317915122032088e-9,1.715456448481901e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAMX01;g__RGIG1911,4.482702358024247e-9,1.7749078255420332e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pararuminococcus,4.592742267401893e-9,1.8123548610757637e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG11130,4.615978421124494e-9,1.8154116475026535e-7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Parvibacter,4.761622626871116e-9,1.8633794689231255e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG612,4.769742667891959e-9,1.8633794689231255e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__RGIG4709,5.511940320125773e-9,2.1461774269725602e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Onthenecus,5.660202010804608e-9,2.1966081975705298e-7
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572,5.739167523164558e-9,2.2199024215012745e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-552;g__UBA10677,5.8313941969816065e-9,2.2481559206784352e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus_A,5.98176336507113e-9,2.2985661192994637e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__Firm-08,6.331860521692719e-9,2.4172444727765037e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__HGM11616,6.318108716621328e-9,2.4172444727765037e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG14199,6.4589686242917e-9,2.4577633856071016e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__RGIG995,6.846523362013453e-9,2.596804330187627e-7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,7.113710733090301e-9,2.689441606187688e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG4131,7.264332500982024e-9,2.724499476485449e-7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__ZJ304,7.276180342491003e-9,2.724499476485449e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium,7.2374734180577805e-9,2.724499476485449e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Instestinimonas_A,7.34305726818968e-9,2.7380962891053026e-7
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila,7.359217841878586e-9,2.7380962891053026e-7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma,7.494172446522098e-9,2.770716122184195e-7
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__CACXEY01,7.472198719451466e-9,2.770716122184195e-7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia,7.733319246086531e-9,2.8501415586205706e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA7177,7.960862061616679e-9,2.9248057480297013e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG3159,8.119358226942538e-9,2.9737149506177045e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089,8.743974605898e-9,3.1925041240225723e-7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter,9.506491745021428e-9,3.449414342156382e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UMGS2070,9.494128243390608e-9,3.449414342156382e-7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Janibacter,9.82561537092707e-9,3.554204078619298e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__HGM11808,1.0723387058477621e-8,3.857982535761479e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1752,1.0731248350326299e-8,3.857982535761479e-7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus,1.1197910402174729e-8,4.013440670137242e-7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Coprovicinus,1.129518251398852e-8,4.0359615568276056e-7
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01,1.2446949529681045e-8,4.4339893157404815e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__MARSEILLE-P3954;g__RGIG9107,1.3070125999306976e-8,4.6418750518750835e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12657,1.3503680229598152e-8,4.78136351331995e-7
